read_id	primer_hit_01_start	primer_hit_01_end	primer_hit_02_start	primer_hit_02_end	adaptor_hit_start	adaptor_hit_end
GGBKTAO02BSK9P length=191 xy=0618_2331 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN680 length=305 xy=0568_2338 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYDWL length=371 xy=0684_2387 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQW7N length=411 xy=0599_2321 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSUV7 length=481 xy=0621_2517 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMSQ7 length=332 xy=0552_2433 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYTTK length=335 xy=0689_2534 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN36S length=471 xy=0567_2466 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV0L4 length=257 xy=0657_2442 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPIRT length=340 xy=0583_2487 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTZY7 length=516 xy=0634_2513 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZ43Y length=210 xy=0704_2380 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYDYG length=239 xy=0684_2454 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV3OC length=296 xy=0658_2314 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZ44G length=521 xy=0704_2398 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMVZD length=374 xy=0553_2519 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMPOO length=371 xy=0551_2550 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQNWB length=373 xy=0596_2537 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZI1Q length=380 xy=0697_2460 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0XNS length=62 xy=0713_2518 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTWPS length=277 xy=0633_2382 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0RBQ length=328 xy=0711_2500 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS39Z length=464 xy=0624_2389 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYZ2S length=264 xy=0691_2450 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BODLF length=180 xy=0570_2369 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYTOX length=526 xy=0689_2367 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BW5M3 length=336 xy=0670_2365 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQT4O length=201 xy=0598_2422 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVKUA length=290 xy=0652_2480 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWGBS length=501 xy=0662_2326 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPVCI length=389 xy=0587_2400 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPIPR length=275 xy=0583_2413 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1AA9 length=325 xy=0717_2531 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOGSC length=376 xy=0571_2410 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQ9Z8 length=409 xy=0603_2518 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR8PK length=371 xy=0614_2438 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR5F9 length=368 xy=0613_2311 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQKNQ length=274 xy=0595_2436 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV0II length=357 xy=0657_2312 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN03L length=393 xy=0566_2559 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSXZN length=363 xy=0622_2433 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSRNL length=422 xy=0620_2415 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVNVA length=371 xy=0653_2308 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUVFN length=335 xy=0644_2321 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMCVO length=336 xy=0547_2338 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVKQT length=315 xy=0652_2355 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWMM2 length=398 xy=0664_2316 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS044 length=322 xy=0623_2422 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMVYB length=371 xy=0553_2481 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BX4G9 length=218 xy=0681_2459 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSH7T length=33 xy=0617_2471 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPR4G length=289 xy=0586_2318 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQ3LF length=515 xy=0601_2401 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT21Y length=479 xy=0635_2404 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSOJ3 length=412 xy=0619_2497 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXX45 length=61 xy=0679_2439 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS4C8 length=82 xy=0624_2506 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSOHP length=381 xy=0619_2411 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZL6J length=90 xy=0698_2425 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYZ4I length=172 xy=0691_2512 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BX7PB length=320 xy=0682_2541 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZ120 length=374 xy=0703_2554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOAEG length=459 xy=0569_2326 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUVKZ length=430 xy=0644_2513 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMY3I length=286 xy=0554_2460 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOAKU length=358 xy=0569_2556 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZ79F length=378 xy=0705_2369 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV93U length=481 xy=0660_2456 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNXRP length=380 xy=0565_2339 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS7GS length=386 xy=0625_2426 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTWQY length=347 xy=0633_2424 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT20Y length=506 xy=0635_2368 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR2A1 length=95 xy=0612_2331 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSBT8 length=449 xy=0615_2398 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR8RA length=157 xy=0614_2500 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXX2H length=397 xy=0679_2343 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNRJJ length=517 xy=0563_2461 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0XJB length=349 xy=0713_2357 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTZ0F length=289 xy=0634_2557 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOTCK length=411 xy=0575_2306 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPO3W length=442 xy=0585_2506 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1MUY length=400 xy=0721_2408 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZSJF length=473 xy=0700_2473 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM17P length=423 xy=0555_2403 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMF7F length=49 xy=0548_2553 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUO5A length=461 xy=0642_2364 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1WDN length=336 xy=0724_2457 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRY6X length=307 xy=0611_2391 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRZAY length=168 xy=0611_2536 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTJ04 length=489 xy=0629_2326 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR8Q6 length=395 xy=0614_2496 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQT4E length=95 xy=0598_2412 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0BI1 length=352 xy=0706_2507 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYNBU length=329 xy=0687_2312 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMVYY length=358 xy=0553_2504 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQNT2 length=254 xy=0596_2456 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWDAR length=429 xy=0661_2497 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYAO5 length=425 xy=0683_2327 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQKNY length=233 xy=0595_2444 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BX4EV length=332 xy=0681_2373 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM8HM length=155 xy=0557_2344 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BW5SC length=115 xy=0670_2554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT9HG length=300 xy=0637_2546 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPYMO length=491 xy=0588_2558 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOAEX length=367 xy=0569_2343 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZCSH length=168 xy=0695_2543 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0XJE length=500 xy=0713_2360 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOTH1 length=420 xy=0575_2503 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN38U length=380 xy=0567_2540 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYNDO length=342 xy=0687_2378 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0UGC length=405 xy=0712_2458 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS4C5 length=388 xy=0624_2503 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZCP2 length=378 xy=0695_2456 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1PY0 length=387 xy=0722_2346 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0ELH length=241 xy=0707_2387 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZL68 length=334 xy=0698_2450 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNRHM length=325 xy=0563_2392 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOWN9 length=325 xy=0576_2519 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYND6 length=465 xy=0687_2396 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOAGA length=293 xy=0569_2392 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUYLH length=305 xy=0645_2323 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BL6K1 length=351 xy=0545_2371 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQKQL length=521 xy=0595_2539 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1V97 length=407 xy=0724_2333 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMVXC length=246 xy=0553_2446 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPCD3 length=339 xy=0581_2409 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRSWJ length=521 xy=0609_2433 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO54T length=284 xy=0579_2491 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BR5H2 length=464 xy=0613_2376 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B03WV length=361 xy=0715_2429 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZI1M length=449 xy=0697_2456 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT9C0 length=46 xy=0637_2386 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOM07 length=305 xy=0573_2313 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BP1Q7 length=445 xy=0589_2513 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQT5Q length=387 xy=0598_2460 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMSNU length=382 xy=0552_2312 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT9HR length=316 xy=0637_2557 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV3OK length=346 xy=0658_2322 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN7BR length=229 xy=0568_2437 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYG4D length=73 xy=0685_2459 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVXIO length=396 xy=0656_2526 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXIDN length=321 xy=0674_2489 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNBRG length=416 xy=0558_2490 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPVBR length=322 xy=0587_2373 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNES7 length=368 xy=0559_2345 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTGY0 length=288 xy=0628_2458 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1S32 length=309 xy=0723_2320 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTZVT length=167 xy=0634_2391 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZVLY length=378 xy=0701_2356 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWPXX length=502 xy=0665_2499 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQW9V length=453 xy=0599_2401 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BS7H7 length=371 xy=0625_2477 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMMGB length=368 xy=0550_2457 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1WCV length=409 xy=0724_2429 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPCEN length=306 xy=0581_2429 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRF6U length=243 xy=0605_2340 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZSK7 length=332 xy=0700_2537 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO881 length=411 xy=0580_2435 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQQWY length=448 xy=0597_2352 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BXLK9 length=445 xy=0675_2555 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BT23H length=318 xy=0635_2459 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BVA91 length=367 xy=0649_2375 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRVZ2 length=54 xy=0610_2352 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1GNA length=337 xy=0719_2548 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMF6D length=226 xy=0548_2515 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQA6W length=438 xy=0592_2454 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOWOG length=367 xy=0576_2526 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1GND length=337 xy=0719_2551 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRJEF length=383 xy=0606_2405 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BV0JT length=343 xy=0657_2359 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BY29Q length=443 xy=0692_2492 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BWGBW length=168 xy=0662_2330 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOWKY length=473 xy=0576_2400 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQ0HM length=377 xy=0600_2472 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMSRV length=366 xy=0552_2457 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTAKL length=310 xy=0626_2355 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BO56K length=363 xy=0579_2554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTTLJ length=417 xy=0632_2437 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BMSP2 length=328 xy=0552_2392 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNXWD length=417 xy=0565_2507 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN7CM length=319 xy=0568_2468 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BOZSY length=365 xy=0577_2480 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BUCIN length=361 xy=0638_2381 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BX088 length=321 xy=0680_2378 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRC0W length=480 xy=0604_2334 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BZVLU length=259 xy=0701_2352 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1S65 length=336 xy=0723_2431 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYDVL length=401 xy=0684_2351 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRPNK length=347 xy=0608_2318 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPYLK length=306 xy=0588_2518 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRSZK length=502 xy=0609_2542 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPCG8 length=397 xy=0581_2522 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSOG7 length=526 xy=0619_2393 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BYTO4 length=408 xy=0689_2374 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B1MU2 length=30 xy=0721_2412 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQQ0D length=42 xy=0597_2475 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM8KK length=354 xy=0557_2450 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B0603 length=360 xy=0716_2373 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BN32L length=176 xy=0567_2315 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BNULV length=345 xy=0564_2337 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BY9IM length=385 xy=0694_2396 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BRMKP length=404 xy=0607_2423 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BM166 length=69 xy=0555_2384 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQT12 length=439 xy=0598_2328 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BSUSG length=344 xy=0621_2382 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPR8D length=203 xy=0586_2459 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BTGUW length=369 xy=0628_2310 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BPYFR length=264 xy=0588_2309 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BY9H0 length=388 xy=0694_2374 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02BQT3Q length=337 xy=0598_2388 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
